level,topic,subtopic,question label
3,ESRS E1,E1-9.2,Net revenue from business activities at material transition risk
4,ESRS E1,E1-9.2,Net revenue from customers operating in coal-related activities
4,ESRS E1,E1-9.2,Net revenue from customers operating in oil-related activities
4,ESRS E1,E1-9.2,Net revenue from customers operating in gas-related activities
3,ESRS E1,E1-9.2,Percentage of net revenue from business activities at material transition risk
4,ESRS E1,E1-9.2,Percentage of net revenue from customers operating in coal-related activities
4,ESRS E1,E1-9.2,Percentage of net revenue from customers operating in oil-related activities
4,ESRS E1,E1-9.2,Percentage of net revenue from customers operating in gas-related activities
1,ESRS E1,E1-8,Internal carbon pricing schemes are applied
1,ESRS E1,E1-8,Application of carbon pricing schemes
2,ESRS E1,E1-8,Description of specific scope of application of carbon pricing scheme
2,ESRS E1,E1-8,Carbon price applied for each metric tonne of greenhouse gas emission
2,ESRS E1,E1-8,Description of critical assumptions made to determine carbon price applied
2,ESRS E1,E1-8,Carbon price used in internal carbon pricing scheme is consistent with carbon price used in financial statements
3,ESRS E1,E1-8,Disclosure of how carbon price used in internal carbon pricing scheme is consistent with carbon price used in financial statements
2,ESRS E1,E1-8,Percentage of approximate gross Scope 1 greenhouse gas emissions covered by internal carbon pricing scheme
2,ESRS E1,E1-8,Percentage of approximate gross Scope 2 greenhouse gas emissions covered by internal carbon pricing scheme
2,ESRS E1,E1-8,Percentage of approximate gross Scope 3 greenhouse gas emissions covered by internal carbon pricing scheme
1,ESRS E1,E1-8,Emissions covered by carbon pricing schemes
2,ESRS E1,E1-8,Gross Scope 1 greenhouse gas emissions
2,ESRS E1,E1-8,Gross location-based Scope 2 greenhouse gas emissions
2,ESRS E1,E1-8,Gross market-based Scope 2 greenhouse gas emissions
2,ESRS E1,E1-8,Gross Scope 3 greenhouse gas emissions
2,ESRS E1,E1-8,Total location-based greenhouse gas emissions
2,ESRS E1,E1-8,Total market-based greenhouse gas emissions
1,ESRS E1,E1-9,"Disclosure of anticipated financial effects from material physical risks, material transition risks and potential to benefit from material climate-related opportunities"
2,ESRS E1,E1-9,Anticipated financial effects from material physical risks
3,ESRS E1,E1-9,Disclosure of anticipated financial effects from material physical risks
4,ESRS E1,E1-9,Percentage of assets at material physical risk addressed by climate change adaptation actions
4,ESRS E1,E1-9,Disclosure of location of significant assets at material physical risk
5,ESRS E1,E1-9,NUTS codes for location of significant assets at material physical risk
4,ESRS E1,E1-9,Disclosure of reconciliations with financial statements of significant amounts of assets and net revenue at material physical risk
5,ESRS E1,E1-9,Assets
6,ESRS E1,E1-9,Carrying amount of assets at material physical risk
6,ESRS E1,E1-9,Adjusting items to assets at material physical risk
5,ESRS E1,E1-9,Net revenue
6,ESRS E1,E1-9,Net revenue at material physical risk
6,ESRS E1,E1-9,Adjusting items to net revenue at material physical risk
4,ESRS E1,E1-9,Anticipated financial effects for assets and business activities at material physical risk have been assessed
5,ESRS E1,E1-9,Disclosure of how anticipated financial effects for assets and business activities at material physical risk have been assessed
4,ESRS E1,E1-9,Assessment of assets and business activities considered to be at material physical risk relies on or is part of process to determine material physical risk and to determine climate scenarios
5,ESRS E1,E1-9,Disclosure of how assessment of assets and business activities considered to be at material physical risk relies on or is part of process to determine material physical risk and to determine climate scenarios
1,ESRS E1,E1-9.4,"Disclosure of anticipated financial effects from material physical risks, material transition risks and potential to benefit from material climate-related opportunities"
2,ESRS E1,E1-9.4,Anticipated financial effects from material transition risks - real estate assets
3,ESRS E1,E1-9.4,Total carrying amount of real estate assets
1,ESRS E1,E1.GOV-3,"Climate-related considerations are factored into remuneration of members of administrative, management and supervisory bodies"
2,ESRS E1,E1.GOV-3,"Performance of members of administrative, management and supervisory bodies has been assessed against GHG emission reduction targets"
2,ESRS E1,E1.GOV-3,"Disclosure of how climate-related considerations are factored into remuneration of members of administrative, management and supervisory bodies"
2,ESRS E1,E1.GOV-3,Percentage of remuneration recognised that is linked to climate related considerations
2,ESRS E1,E1.GOV-3,"Explanation of climate-related considerations that are factored into remuneration of members of administrative, management and supervisory bodies"
1,ESRS E1,E1.IRO-1,Description of process in relation to impacts on climate change
1,ESRS E1,E1.IRO-1,Description of process in relation to climate-related physical risks in own operations and along upstream and downstream value chain
2,ESRS E1,E1.IRO-1,"Climate-related hazards have been identified over short-, medium- and long-term time horizons"
2,ESRS E1,E1.IRO-1,Undertaking has screened whether assets and business activities may be exposed to climate-related hazards
2,ESRS E1,E1.IRO-1,"Short-, medium- and long-term time horizons have been defined"
2,ESRS E1,E1.IRO-1,Extent to which assets and business activities may be exposed and are sensitive to identified climate-related hazards has been assessed
2,ESRS E1,E1.IRO-1,Identification of climate-related hazards and assessment of exposure and sensitivity are informed by high emissions climate scenarios
2,ESRS E1,E1.IRO-1,"Explanation of how climate-related scenario analysis has been used to inform identification and assessment of physical risks over short, medium and long-term"
1,ESRS E1,E1.IRO-1,Description of process in relation to climate-related transition risks and opportunities in own operations and along upstream and downstream value chain
2,ESRS E1,E1.IRO-1,"Transition events have been identified over short-, medium- and long-term time horizons"
2,ESRS E1,E1.IRO-1,Undertaking has screened whether assets and business activities may be exposed to transition events
2,ESRS E1,E1.IRO-1,Extent to which assets and business activities may be exposed and are sensitive to identified transition events has been assessed
2,ESRS E1,E1.IRO-1,Identification of transition events and assessment of exposure has been informed by climate-related scenario analysis
2,ESRS E1,E1.IRO-1,Assets and business activities that are incompatible with or need significant efforts to be compatible with transition to climate-neutral economy have been identified
2,ESRS E1,E1.IRO-1,"Explanation of how climate-related scenario analysis has been used to inform identification and assessment of transition risks and opportunities over short, medium and long-term"
1,ESRS E1,E1.IRO-1,Explanation of how climate scenarios used are compatible with critical climate-related assumptions made in financial statements
1,ESRS E1,E1-9.3,"Disclosure of anticipated financial effects from material physical risks, material transition risks and potential to benefit from material climate-related opportunities"
2,ESRS E1,E1-9.3,Anticipated financial effects from material physical and transition risks - percentage of net revenue
3,ESRS E1,E1-9.3,Percentage of net revenue from business activities at material physical risk
4,ESRS E1,E1-9.3,Disclosure of risk factors for net revenue from business activities at material physical risk
4,ESRS E1,E1-9.3,Disclosure of magnitude of anticipated financial effects in terms of margin erosion for business activities at material physical risk
3,ESRS E1,E1-9.3,Percentage of net revenue from business activities at material transition risk
4,ESRS E1,E1-9.3,Disclosure of risk factors for net revenue from business activities at material transition risk
4,ESRS E1,E1-9.3,Disclosure of anticipated financial effects related to margin erosion for business activities at material transition risk
1,ESRS G1,G1.IRO-1,"Disclosure of all relevant criteria used in process to identify material impacts, risks and opportunities in relation to business conduct matters"
1,ESRS G1,G1-1,"Disclosure of how corporate culture is established, developed, promoted and evaluated"
1,ESRS G1,G1-1,"Description of mechanisms for identifying, reporting and investigating concerns about unlawful behaviour or behaviour in contradiction of code of conduct or similar internal rules"
2,ESRS G1,G1-1,"Mechanisms for identifying, reporting and investigating concerns about unlawful behaviour or behaviour in contradiction of code of conduct or similar internal rules accommodate reporting from internal and (or) external stakeholders"
1,ESRS G1,G1-1,Policies on anti-corruption consistent with United Nations Convention against Corruption are in place
2,ESRS G1,G1-1,Policies on anti-corruption consistent with United Nations Convention against Corruption are planned to be implemented
1,ESRS G1,G1-1,Policies on anti-bribery consistent with United Nations Convention against Corruption are in place
2,ESRS G1,G1-1,Policies on anti-bribery consistent with United Nations Convention against Corruption are planned to be implemented
1,ESRS G1,G1-1,Timetable for implementation of policies on anti-corruption or anti-bribery consistent with United Nations Convention against Corruption
1,ESRS G1,G1-1,Disclosure of how whistleblowers are protected
2,ESRS G1,G1-1,Information about establishment of internal whistleblower reporting channels
2,ESRS G1,G1-1,Information and training of own workers and information about designation and training of staff receiving reports are provided
2,ESRS G1,G1-1,Information about measures to protect against retaliation to own workers who are whistleblowers in accordance with applicable law transposing Directive (EU) 2019/1937
1,ESRS G1,G1-1,Policies on protection of whistle-blowers are in place
2,ESRS G1,G1-1,Policies on protection of whistle-blowers are planned to be implemented
3,ESRS G1,G1-1,Timetable for implementation of policies on protection of whistle-blowers
2,ESRS G1,G1-1,"Undertaking is subject to legal requirements under national law transposing Directive (EU) 2019/1937, or to equivalent legal requirements with regard to protection of whistleblowers"
1,ESRS G1,G1-1,"Procedures to investigate business conduct incidents promptly, independently and objectively are in place"
1,ESRS G1,G1-1,Policies with respect to animal welfare are in place
1,ESRS G1,G1-1,Information about policy for training within organisation on business conduct
1,ESRS G1,G1-1,Diclosure of functions within undertaking that are most at risk in respect of corruption and bribery
1,ESRS G1,G1-2,Description of policy to prevent late payments
1,ESRS G1,G1-2,Information about approach to relationships with suppliers
1,ESRS G1,G1-2,Social and environmental criteria are taken into account for selection of suppliers
2,ESRS G1,G1-2,Disclosure of how social and environmental criteria are taken into account for selection of suppliers
1,ESRS G1,G1-3,"Description of procedures in place to prevent, detect, and address allegations or incidents of corruption and bribery"
1,ESRS G1,G1-3,Investigators or investigating committee are separate from chain of management involved in prevention and detection of corruption and bribery
1,ESRS G1,G1-3,"Information about process to report outcomes to administrative, management and supervisory bodies"
1,ESRS G1,G1-3,"Procedures to prevent, detect, and address allegations or incidents of corruption and bribery are in place"
2,ESRS G1,G1-3,"Disclosure of plans to adopt procedures to prevent, detect, and address allegations or incidents of corruption and bribery"
1,ESRS G1,G1-3,Information about how policies are communicated to those for whom they are relevant (prevention and detection of corruption and bribery)
1,ESRS G1,G1-3,"Information about nature, scope and depth of anti-corruption and anti-bribery training programmes offered or required"
1,ESRS G1,G1-3,Percentage of functions-at-risk covered by anti-corruption and anti-bribery training programmes
1,ESRS G1,G1-3,"Information about extent to which training is given to members of administrative, management and supervisory bodies"
1,ESRS G1,G1-3,Prevention and detection of corruption and bribery - anti-corruption and anti-bribery training
2,ESRS G1,G1-3,Training coverage
3,ESRS G1,G1-3,"Total number of employees (head count), during period"
3,ESRS G1,G1-3,"Total number of employees receiving anti-corruption and anti-bribery training, during period"
2,ESRS G1,G1-3,Delivery method and duration
3,ESRS G1,G1-3,Anti-corruption and anti-bribery training delivery method
3,ESRS G1,G1-3,Duration of classroom training (hours)
3,ESRS G1,G1-3,Duration of computer-based training (hours)
3,ESRS G1,G1-3,Duration of voluntary computer-based training (hours)
2,ESRS G1,G1-3,Frequency
3,ESRS G1,G1-3,Disclosure of how often anti-corruption and anti-bribery training is required
2,ESRS G1,G1-3,Topics covered
3,ESRS G1,G1-3,Topics covered by anti-corruption and anti-bribery training
1,ESRS G1,G1-4,Disclosure of incidents of corruption or bribery
2,ESRS G1,G1-4,Incidents of corruption or bribery
3,ESRS G1,G1-4,Number of convictions for violation of anti-corruption and anti-bribery laws
3,ESRS G1,G1-4,Amount of fines for violation of anti-corruption and anti-bribery laws
3,ESRS G1,G1-4,Disclosure of any actions taken to address breaches in procedures and standards of anti-corruption and anti-bribery
3,ESRS G1,G1-4,Number of confirmed incidents of corruption or bribery
3,ESRS G1,G1-4,Disclosure of nature of confirmed incidents of corruption or bribery
3,ESRS G1,G1-4,Number of confirmed incidents in which own workers were dismissed or disciplined for corruption or bribery-related incidents
3,ESRS G1,G1-4,Number of confirmed incidents relating to contracts with business partners that were terminated or not renewed due to violations related to corruption or bribery
3,ESRS G1,G1-4,Disclosure of details of public legal cases regarding corruption or bribery brought against undertaking and own workers and outcomes of such cases
1,ESRS G1,G1-5,"Disclosure of activities and commitments related to exerting political influence, including lobbying activities related to material impacts, risks and opportunities"
2,ESRS G1,G1-5,Political influence and lobbying activities
3,ESRS G1,G1-5,"Information about representative(s) responsible in administrative, management and supervisory bodies for oversight of activities related to exerting political influence and lobbying"
3,ESRS G1,G1-5,Information about financial or in-kind political contributions
4,ESRS G1,G1-5,Total financial political contributions made
4,ESRS G1,G1-5,Total in-kind political contributions made
4,ESRS G1,G1-5,Total financial and in-kind political contributions made
4,ESRS G1,G1-5,Disclosure of how monetary value of in-kind contributions is estimated
3,ESRS G1,G1-5,Disclosure of main topics covered by lobbying activities and undertaking's main positions on these topics
4,ESRS G1,G1-5,Total amount of internal and external lobbying expenses
4,ESRS G1,G1-5,Total amount paid for membership to lobbying associations
3,ESRS G1,G1-5,Undertaking is legally obliged to be member of chamber of commerce or other organisation that represents its interests
3,ESRS G1,G1-5,Registration in EU Transparency Register or in equivalent transparency register in Member State
4,ESRS G1,G1-5,Name of transparency register
4,ESRS G1,G1-5,Identification number in transparency register
3,ESRS G1,G1-5,"Information about appointment of any members of administrative, management and supervisory bodies who held comparable position in public administration in two years preceding such appointment"
2,ESRS G1,G1-5,Financial and in-kind political contributions made by country
3,ESRS G1,G1-5,Total financial political contributions made
3,ESRS G1,G1-5,Total in-kind political contributions made
3,ESRS G1,G1-5,Total financial and in-kind political contributions made
2,ESRS G1,G1-5,Financial and in-kind political contributions made by geographical area
3,ESRS G1,G1-5,Total financial political contributions made
3,ESRS G1,G1-5,Total in-kind political contributions made
3,ESRS G1,G1-5,Total financial and in-kind political contributions made
1,ESRS G1,G1-6,"Disclosure of payment practices, especially with respect to late payments to small and medium enterprises (SMEs)"
2,ESRS G1,G1-6,Payment practices
3,ESRS G1,G1-6,Average number of days to pay invoice from date when contractual or statutory term of payment starts to be calculated
3,ESRS G1,G1-6,Description of undertaking's standard payment terms
3,ESRS G1,G1-6,Percentage of payments aligned with standard payment terms
3,ESRS G1,G1-6,Number of legal proceedings outstanding for late payments
3,ESRS G1,G1-6,Disclosure of contextual information regarding payment practices
2,ESRS G1,G1-6,Standard payment terms
3,ESRS G1,G1-6,Description of undertaking's standard payment terms
1,ESRS G1,G1.GOV-1,"Disclosure of role of administrative, management and supervisory bodies related to business conduct"
1,ESRS G1,G1.GOV-1,"Disclosure of expertise of administrative, management and supervisory bodies on business conduct matters"
1,ESRS 2,ESRS2.GOV-5,"Description of scope, main features and components of risk management and internal control processes and systems in relation to sustainability reporting"
1,ESRS 2,ESRS2.GOV-5,Description of risk assessment approach followed in relation to sustainability reporting process
1,ESRS 2,ESRS2.GOV-5,Description of main risks identified and their mitigation strategies in relation to sustainability reporting process
1,ESRS 2,ESRS2.GOV-5,Description of how findings of risk assessment and internal controls as regards sustainability reporting process have been integrated into relevant internal functions and processes
1,ESRS 2,ESRS2.GOV-5,"Description of periodic reporting of findings of risk assessment and internal controls to administrative, management and supervisory bodies in relation to sustainability reporting process"
1,ESRS 2,ESRS2.GOV-3,"Incentive schemes and remuneration policies linked to sustainability matters for members of administrative, management and supervisory bodies exist"
2,ESRS 2,ESRS2.GOV-3,Description of key characteristics of incentive schemes
2,ESRS 2,ESRS2.GOV-3,"Performance against specific sustainability-related targets and (or) impacts is being assessed in incentive schemes for members of administrative, management and supervisory bodies"
3,ESRS 2,ESRS2.GOV-3,"Description of specific sustainability-related targets and (or) impacts used to assess performance of members of administrative, management and supervisory bodies"
2,ESRS 2,ESRS2.GOV-3,Sustainability-related performance metrics are considered as performance benchmarks or included in remuneration policies
3,ESRS 2,ESRS2.GOV-3,Disclosure of how sustainability-related performance metrics are considered as performance benchmarks or included in remuneration policies
2,ESRS 2,ESRS2.GOV-3,Percentage of variable remuneration dependent on sustainability-related targets and (or) impacts
2,ESRS 2,ESRS2.GOV-3,Description of level in undertaking at which terms of incentive schemes are approved and updated
1,ESRS 2,ESRS2.GOV-4,Disclosure of information about due diligence process (or cross-reference)
1,ESRS 2,ESRS2.GOV-2,"Administrative, management and supervisory bodies are informed about material impacts, risks and opportunities, implementation of due diligence, and results and effectiveness of policies, actions, metrics and targets adopted to address them"
2,ESRS 2,ESRS2.GOV-2,"Disclosure of by whom and how frequently administrative, management and supervisory bodies are informed about material impacts, risks and opportunities, implementation of due diligence, and results and effectiveness of policies, actions, metrics and targets adopted to address them"
1,ESRS 2,ESRS2.GOV-2,"Disclosure of how administrative, management and supervisory bodies consider impacts, risks and opportunities when overseeing strategy, decisions on major transactions and risk management process"
2,ESRS 2,ESRS2.GOV-2,"Trade-offs associated with impacts, risks and opportunities have been considered by administrative, management and supervisory bodies"
1,ESRS 2,ESRS2.GOV-2,"Disclosure of list of material impacts, risks and opportunities addressed by administrative, management and supervisory bodies or their relevant committees during reporting period"
1,ESRS 2,ESRS2.GOV-2,Disclosure of how governance bodies ensure that appropriate mechanism for performance monitoring is in place
1,ESRS 2,ESRS2.GOV-1,"Information about composition and diversity of members of administrative, management and supervisory bodies"
2,ESRS 2,ESRS2.GOV-1,Number of executive members
2,ESRS 2,ESRS2.GOV-1,Number of non-executive members
2,ESRS 2,ESRS2.GOV-1,Information about representation of employees and other workers
2,ESRS 2,ESRS2.GOV-1,"Information about member's experience relevant to sectors, products and geographic locations of undertaking"
2,ESRS 2,ESRS2.GOV-1,"Percentage of members of administrative, management and supervisory bodies by gender"
3,ESRS 2,ESRS2.GOV-1,"Percentage of members of administrative, management and supervisory bodies"
2,ESRS 2,ESRS2.GOV-1,"Percentage of members of administrative, management and supervisory bodies by other aspects of diversity"
3,ESRS 2,ESRS2.GOV-1,"Percentage of members of administrative, management and supervisory bodies"
2,ESRS 2,ESRS2.GOV-1,Board's gender diversity ratio
2,ESRS 2,ESRS2.GOV-1,Percentage of independent board members
1,ESRS 2,ESRS2.GOV-1,"Information about roles and responsibilities of administrative, management and supervisory bodies"
2,ESRS 2,ESRS2.GOV-1,"Information about identity of administrative, management and supervisory bodies or individual(s) within body responsible for oversight of impacts, risks and opportunities"
2,ESRS 2,ESRS2.GOV-1,"Roles and responsibilities of administrative, management and supervisory bodies - detailed"
3,ESRS 2,ESRS2.GOV-1,"Disclosure of how body's or individual's within body responsibilities for impacts, risks and opportunities are reflected in undertaking's terms of reference, board mandates and other related policies"
2,ESRS 2,ESRS2.GOV-1,"Description of management's role in governance processes, controls and procedures used to monitor, manage and oversee impacts, risks and opportunities"
3,ESRS 2,ESRS2.GOV-1,"Management's role in governance processes, controls and procedures used to monitor, manage and oversee impacts, risks and opportunities is delegated to specific management-level position or committee"
4,ESRS 2,ESRS2.GOV-1,"Description of how oversight is exercised over management-level position or committee to which management's role in governance processes, controls and procedures used to monitor, manage and oversee impacts, risks and opportunities is delegated to"
3,ESRS 2,ESRS2.GOV-1,"Information about reporting lines to administrative, management and supervisory bodies in governance processes, controls and procedures used to monitor, manage and oversee impacts, risks and opportunities"
3,ESRS 2,ESRS2.GOV-1,"Dedicated controls and procedures are applied to management of impacts, risks and opportunities"
4,ESRS 2,ESRS2.GOV-1,"Disclosure of how dedicated controls and procedures applied to management of impacts, risks and opportunities are integrated with other internal functions"
2,ESRS 2,ESRS2.GOV-1,"Disclosure of how administrative, management and supervisory bodies and senior executive management oversee setting of targets related to material impacts, risks and opportunities and how progress towards them is monitored"
1,ESRS 2,ESRS2.GOV-1,"Disclosure of how administrative, management and supervisory bodies determine whether appropriate skills and expertise are available or will be developed to oversee sustainability matters"
2,ESRS 2,ESRS2.GOV-1,Information about sustainability-related expertise that bodies either directly possess or can leverage
2,ESRS 2,ESRS2.GOV-1,"Disclosure of how sustainability-related skills and expertise relate to material impacts, risks and opportunities"
1,ESRS S3,S3.SBM-3,"Disclosure of material impacts, risks and opportunities and how they interact with strategy and business model"
2,ESRS S3,S3.SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model (S3)"
3,ESRS S3,S3.SBM-3,Description of material impacts resulting from materiality assessment
4,ESRS S3,S3.SBM-3,Actual and potential impacts on own workforce / value chain workers / affected communities / consumers and end-users originate from or are connected to strategy and business models
5,ESRS S3,S3.SBM-3,Disclosure of how actual and potential impacts on own workforce / value chain workers / affected communities / consumers and end-users originate from or are connected to strategy and business models
4,ESRS S3,S3.SBM-3,Actual and potential impacts on own workforce / value chain workers / affected communities / consumers and end-users inform and contribute to adapting strategy and business model
5,ESRS S3,S3.SBM-3,Disclosure of how actual and potential impacts on own workforce / value chain workers / affected communities / consumers and end-users inform and contribute to adapting strategy and business model
4,ESRS S3,S3.SBM-3,All people in own workforce / value chain workers / affected communities / consumers and end-users who could be materially impacted by undertaking are included in scope of disclosure under ESRS 2
5,ESRS S3,S3.SBM-3,Description of types of employees and non-employees in own workforce / value chain workers / affected communities / consumers and end-users subject to material impacts
6,ESRS S3,S3.SBM-3,Type of communities subject to material impacts by own operations or through upstream and downstream value chain
6,ESRS S3,S3.SBM-3,"Understanding of how affected communities with particular characteristics, living in particular contexts, or undertaking particular activities may be at greater risk of harm has been developed"
7,ESRS S3,S3.SBM-3,"Disclosure of how understanding of how affected communities with particular characteristics, living in particular contexts, or undertaking particular activities may be at greater risk of harm has been developed"
5,ESRS S3,S3.SBM-3,Material negative impacts occurrence (value chain workers / affected communities / consumers and end-users)
5,ESRS S3,S3.SBM-3,Description of activities that result in positive impacts and types of employees and non-employees in own workforce / value chain workers / affected communities / consumers and end-users that are positively affected or could be positively affected
5,ESRS S3,S3.SBM-3,Disclosure of specific countries or regions where positive impacts for own workforce / value chain workers / affected communities / consumers and end-users occur
6,ESRS S3,S3.SBM-3,Countries where positive impacts for own workforce / value chain workers / affected communities / consumers and end-users occur
3,ESRS S3,S3.SBM-3,Description of material risks and (or) opportunities resulting from materiality assessment
4,ESRS S3,S3.SBM-3,Disclosure of relationship between material risks and opportunities arising from impacts and dependencies on own workforce / value chain workers / affected communities / consumers and end-users and strategy and business model
5,ESRS S3,S3.SBM-3,Material risks and opportunities arising from impacts and dependencies on people in own workforce / value chain workers / affected communities / consumers and end-users relate to specific groups
1,ESRS S3,S3-1,Policies related to affected communities
2,ESRS S3,S3-1,"Disclosure of policies adopted to manage material impacts on own workforce / value chain workers / affected communities / consumers and end-users, as well as associated material risks and opportunities"
3,ESRS S3,S3-1,Description of relevant human rights policy commitments
4,ESRS S3,S3-1,"Description of processes and mechanisms to monitor compliance with UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work and OECD Guidelines for Multinational Enterprises"
4,ESRS S3,S3-1,"Disclosure of matters that are material in relation to, as well as general approach to respect for human rights of communities and indigenous peoples"
4,ESRS S3,S3-1,"Disclosure of matters that are material in relation to, as well as general approach to engagement with people in own workforce / value chain workers / affected communities / consumers and end-users"
4,ESRS S3,S3-1,"Disclosure of matters that are material in relation to, as well as general approach to measures to provide and (or) enable remedy for human rights impacts"
3,ESRS S3,S3-1,Policies are aligned with relevant internationally recognised instruments
4,ESRS S3,S3-1,Description of how policies are aligned with relevant internationally recognised instruments
3,ESRS S3,S3-1,"Disclosure of extent to which cases of non-respect of UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises that involve affected communities have been reported in own operations or in upstream and downstream value chain"
4,ESRS S3,S3-1,"Disclosure of nature of cases of non-respect of UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises"
3,ESRS S3,S3-1,Disclosure of explanations for significant changes to policies adopted during reporting year
1,ESRS S3,S3-1,Minimum Disclosure Requirement - policies related to affected communities
2,ESRS S3,S3-1,Name or identifier of policy
2,ESRS S3,S3-1,Sustainability matters addressed by policy for affected communities
2,ESRS S3,S3-1,"Name or identifier of related impacts, risks and opportunities"
2,ESRS S3,S3-1,Description of key contents of policy
3,ESRS S3,S3-1,Description of policy provisions for preventing and addressing impacts on indigenous peoples
2,ESRS S3,S3-1,Description of scope of policy or of its exclusions
2,ESRS S3,S3-1,Description of most senior level in organisation that is accountable for implementation of policy
2,ESRS S3,S3-1,Disclosure of third-party standards or initiatives that are respected through implementation of policy
2,ESRS S3,S3-1,Description of consideration given to interests of key stakeholders in setting policy
2,ESRS S3,S3-1,Policy is made available to potentially affected stakeholders and stakeholders who need to help implement it
3,ESRS S3,S3-1,Explanation of how policy is made available to potentially affected stakeholders and stakeholders who need to help implement it
2,ESRS S3,S3-1,Disclosure of aspects of policy that satisfy requirements of disclosure of policies related to own workforce / value chain workers / affected communities / consumers and end-users
2,ESRS S3,S3-1,Disclosure of communication tools and channels aimed at ensuring that policy is accessible and that different audiences understand its implications
1,ESRS S3,S3-4,"Taking action on material impacts on affected communities, and approaches to managing material risks and pursuing material opportunities related to affected communities, and effectiveness of those actions"
2,ESRS S3,S3-4,"Disclosure of how action is taken to address material negative and positive impacts, and to manage material risks and pursue material opportunities related to own workforce / value chain workers / affected communities / consumers and end-users, and effectiveness of those actions"
3,ESRS S3,S3-4,Material impacts related to own workforce / value chain workers / affected communities / consumers and end-users
4,ESRS S3,S3-4,"Description of actions taken, planned or underway to prevent or mitigate material negative impacts on own workforce / value chain workers / affected communities"
5,ESRS S3,S3-4,Undertaking seeks to use leverage in business relationships to manage material negative impacts affecting own workforce / value chain workers / affected communities / consumers and end-users
6,ESRS S3,S3-4,Disclosure of how undertaking seeks to use leverage in business relationships to manage material negative impacts affecting own workforce / value chain workers / affected communities / consumers and end-users
5,ESRS S3,S3-4,Disclosure of how participation in industry or multi-stakeholder initiative and undertaking's own involvement is aiming to address material impacts
4,ESRS S3,S3-4,Description of additional actions or initiatives with primary purpose of delivering positive impacts for own workforce / value chain workers / affected communities
5,ESRS S3,S3-4,Value chain workers / affected communities / consumers and end-users and legitimate representatives or their credible proxies play role in decisions regarding design and implementation of programmes or processes
6,ESRS S3,S3-4,Disclosure of how value chain workers / affected communities / consumers and end-users and legitimate representatives or their credible proxies play role in decisions regarding design and implementation of programmes or processes
5,ESRS S3,S3-4,Disclosure of intended or achieved positive outcomes of programmes or processes for people in own workforce / value chain workers / affected communities / consumers and end-users
5,ESRS S3,S3-4,Explanation of approximate scope of affected communities covered by social investment or development programmes and rationale for why selected communities were chosen for given social investment or development programme's implementation
5,ESRS S3,S3-4,Sustainable Development Goals which initiatives or processes whose primary aim is to deliver positive impacts for people in own workforce / value chain workers / affected communities / consumers and end-users are designed to support achievement of
4,ESRS S3,S3-4,Description of how effectiveness of actions and initiatives in delivering outcomes for own workforce / value chain workers / affected communities / consumers and end-users is tracked and assessed
4,ESRS S3,S3-4,Description of processes through which undertaking identifies what action is needed and appropriate in response to particular actual or potential negative impact on own workforce / value chain workers / affected communities / consumers and end-users
4,ESRS S3,S3-4,Description of approach to taking action in relation to specific material negative impacts on value chain workers / affected communities / consumers and end-users
5,ESRS S3,S3-4,Wider industry or collaborative action with other relevant parties will be required
4,ESRS S3,S3-4,Description of how it is ensured that processes to provide or enable remedy in event of material negative impacts on value chain workers / affected communities / consumers and end-users are available and effective in their implementation and outcomes
4,ESRS S3,S3-4,Action is taken to avoid causing or contributing to material negative impacts on value chain workers / affected communities / consumers and end-users through own practices
5,ESRS S3,S3-4,Disclosure of how action is taken to avoid causing or contributing to material negative impacts on value chain workers / affected communities / consumers and end-users through own practices
4,ESRS S3,S3-4,Disclosure of resources allocated to management of material impacts
5,ESRS S3,S3-4,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts
4,ESRS S3,S3-4,Disclosure of general and specific approaches to addressing material negative impacts
4,ESRS S3,S3-4,Disclosure of social investment or other development programmes aimed at contributing to additional material positive impacts
4,ESRS S3,S3-4,Disclosure of how far undertaking has progressed in efforts during reporting period
4,ESRS S3,S3-4,Disclosure of aims for continued improvement
3,ESRS S3,S3-4,Material risks and opportunities related to own workforce / value chain workers / affected communities / consumers and end-users
4,ESRS S3,S3-4,Description of what action is planned or underway to mitigate material risks arising from impacts and dependencies on own workforce / value chain workers / affected communities / consumers and end-users and how effectiveness is tracked
4,ESRS S3,S3-4,Description of what action is planned or underway to pursue material opportunities in relation to own workforce / value chain workers / affected communities / consumers and end-users
3,ESRS S3,S3-4,Severe human rights issues and incidents connected to upstream and downstream value chain / affected communities / consumers and end-users have been reported
4,ESRS S3,S3-4,Disclosure of severe human rights issues and incidents connected to upstream and downstream value chain / affected communities / consumers and end-users that have been reported
1,ESRS S3,S3-4,"Minimum Disclosure Requirement - action plans to manage material impacts, risks and opportunities related to affected communities"
2,ESRS S3,S3-4,Name or identifier of action (plan)
2,ESRS S3,S3-4,"Name or identifier of related impacts, risks and opportunities"
2,ESRS S3,S3-4,Name or identifier of related policy
